Company_Brand,Sector,Stage,Amount,HeadQuarter,What_it_does,year_founded,Investor
Spintly,IoT,Pre series A,248000.0,Goa,It is a wireless cloud-based access control system,2020,Saltwater Venture Sparks
Credr,Automotive,,,Mumbai,A marketplace to buy and sell used bikes and scooters,2020,Stride Ventures
Bijak,Agritech,Series A,12000000.0,Gurgaon,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",2020,RTP Global
Bugworks,Biopharma,,7500000.0,Bangalore,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,2020,"University of Tokyo Edge Capital, Global Brain Corporation"
Yap,FinTech,Series A,4500000.0,Chennai,Banking and payment products-focused API platform,2020,BeeNext
UzhavarBumi,Dairy,,,Tamil Nadu,Provides fresh dairy products,2020,Angel Network
Tattva,Beauty,,150000.0,Delhi,Sells its organic and beauty products via marketplace,2020,"Sukhbir Singh, Rakhee Singal"
Pariksha,EdTech,Pre series A,,Pune,Platform for vernacular test-preparation,2020,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia"
DailyHunt,Entertainment,,24000000.0,,News aggregator,2020,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Real Estate,,30000000.0,Bangalore,Online real estate rental startup,2020,General Atlantic
Box8,Food & Beverage,,4000000.0,Mumbai,Enables to order food online,2020,"IIFL Seed Ventures Fund, Menlo park"
Capital Float,FinTech,,15000000.0,Bangalore,Online platform that provides working capital finance to SMEs,2020,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
ITILITE,Travel & SaaS,Series B,13000000.0,Bangalore,Platform for business travel,2020,"Greenoaks Capital, Vy Capital. Matrix Partners India"
Morning Context,Digital Media,Seed Round,,,A subscription-only digital media publisher,2020,Angel investors
Aavenir,SaaS,Seed Round,2000000.0,Ahmedabad,Source-to-Pay Software,2020,Accel
Savvy Co op,Health,,,,It connects patients with healthcare companies,2020,Indie VC
BLive,Travel,Pre series A,,,"It offers experiential, guided tours on smart electric bikes",2020,Mumbai Angels Network
Yellow Messenger,AI,Series B,20000000.0,Bangalore,It offers conversational chatbots,2020,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,Entertainment,,400000.0,,AI based Video object detection and Tagging platform,2020,Inflection Point Ventures
Ewar,Gaming,,200000.0,Bangalore,E-sports and real-time gaming startup,2020,"Jindal Steels, Jeet Banerjee"
Setu,FinTech,Series A,14259000.0,,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,Healthtech,Pre series A,4000000.0,Bangalore,It offers a digital therapeutics service,2020,Saama Capital
Power Gummies,Health,,,Delhi,Offers health supplements related gummies,2020,Venture Catalysts
Locale ai,Location Analytics,,,Bangalore,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020,Better Capital
FarEye,Logistics,Series D,24500000.0,Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020,"M12, Honeywell venture capital, Eight Roads Venture"
Rebel Foods,Food tech,,50000000.0,,It runs internet kitchen,2020,Coatue Management
BankBazaar,FinTech,Series D,3800000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,2020,"Amazon, Sequoia, Walden SKT Venture Fund"
Porter,Logistics,Series D,18370000.0,Mumbai,Logistics and fleet management,2020,Lightstone Global Funds
SugarBox,Tech,,68525000.0,Mumbai,Hyperlocal data distribution platform,2020,Zee Entertainment Enterprises Limited
Capital Float,FinTech,Series F,4800000.0,Bangalore,Online platform that provides working capital finance to SMEs,2020,"Amazon Inc`, Dinesh J Hinduja"
Big Basket,E store,,60000000.0,Bangalore,Online grocery store,2020,Alibaba Holdings
Amica,FinTech,,2000000.0,,Neobanking startup,2020,"Hummingbird Ventures, Bedrock Capital"
Vedantu,EdTech,Series C,12500000.0,Bangalore,Onine learning platform,2020,Legend Capital
Fingerlix,Food,,1834000.0,,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020,"Accel, Zephyr Peacock, Swiggy, RB Investments."
Plop,Tech,Angel Round,,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi"
Zupee,Gaming,Series A,8000000.0,,It runs live quiz tournaments on its app.,2020,Matrix Partners
DeHaat,Agritech,Series A,12000000.0,,Online marketplace for farming services and products,2020,Sequoia Capital India
Lido Learning,EdTech,Series B,7500000.0,Mumbai,Online teaching service,2020,Bace Capital
Aye Finance,FinTech,,23850000.0,Gurgaon,A finance lender to SMEs,2020,Undisclosed
Swiggy,Food & Beverage,Series A,43000000.0,Bangalore,Platform to order food online from restaurants and getting it delievered,2020,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
Akna Medical,Healthtech,,7000000.0,,Provides supply solutions for surgical and pharmaceutical products.,2020,LGT Lightstone Aspada
Zomato,Food & Beverage,,5000000.0,Gurgaon,Online food delivery and restaurant discovery platform,2020,Pacific Horizon
RaRa Delivery,Logistics,Seed Round,800000.0,,Provides same day delivery service for ecommerce businesses,2020,"Der Shing Lim, 500 startups"
JusPay,FinTech,Series B,21600000.0,Bangalore,Online payment solutions,2020,Vostok Emerging Finance
Obviously AI,Data Science,,,,It provides predictive insights to clients by leveraging their data,2020,Arka Venture Labs
Fingpay,FinTech,Series A,3500000.0,Mumbai,Provides payment solutions,2020,IvyCap Ventures
Recko,SaaS,Series A,6000000.0,Bangalore,The platform enables AI-powered reconciliation of digital transactions,2020,Vertex Ventures
Furlenco,E-commerce,,10000000.0,Bangalore,Furniture rental startup,2020,"Chowdry Associates, Lightbox"
Mera Cashier,FinTech,,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,2020,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg"
Camp K12,EdTech,Seed Round,4000000.0,Gurgaon,It connects students with tutors online,2020,"Matrix Partners, SAIF Partners"
MedGenome,Healthtech,Series D,55000000.0,Bangalore,Genetic diagnostic testing company,2020,LeapFrog Investments
Ergos,Agritech,,4598000.0,Bangalore,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020,Aavishkar Capital
Nykaa,E-commerce,,13137000.0,Mumbai,Deals in cosmetic and wellness products,2020,Steadview capital
Samadhan,Insurance,Seed Round,,Delhi,They help find solutions to insurance related issues,2020,Venture Catalysts
SaScan,Health,,,Bangalore,Cancer diagnostics startup,2020,Unicorn India ventures
Lido Learning,EdTech,,3000000.0,Mumbai,Online teaching service,2020,"Pecus Capital, Madhur Deora"
CureFit,Health and Fitness,Series D,115000000.0,Bangalore,"Integrated platform for food, fitness and meditation.",2020,Temasek
Nimesa,SaaS,,,Bangalore,Cloud data managemnt solutions enterprise,2020,Ideaspring capital
Design X,IoT,Seed Round,200000.0,Noida,Builds IoT based products,2020,ThinkNext LLC
Driftly Electric,Automotive,,,Bangalore,Electric vehicle startup,2020,MG Motor India
Imstrong,Fitness,Seed Round,400000.0,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020,Rainmatter
Craftsvilla,Marketplace,,3900000.0,Mumbai,Online marketplace for ethnic wear,2020,Supera Investments
Rupifi,FinTech,Pre seed round,,Bangalore,Offers financial products for SMEs,2020,"Ashneer Grover, Kunal Shah, Ramakant Sharma"
SnackAmor,Food,Seed Round,,Mumbai,It offers various healthy snacks,2020,Undisclosed
Zealthy,Healthtech,Seed Round,,Bangalore,"It connects women to healthproviders for specialities like infertility, maternity etc.,",2020,"KYT Ventures, First Cheque, AngelList"
CoinDCX,FinTech,Series A,3000000.0,,A cryptocurrency trading platform,2020,"Polychain Capital, Bain Capital Ventures, HDR Group"
NuNu TV,Entertainment,,670000.0,,Kids-focussed Youtube channel,2020,Risers Accelerators
QTalk,Tech,Seed Round,1600000.0,Bangalore,Smart Phone Dialer,2020,"Accel India, Lightspeed Venture Partners"
Shadez,Interior & decor,Seed Round,100000.0,Mumbai,Paint Company,2020,Inflection Point Ventures
Excess2Sell,E-commerce,,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,2020,Gautham Madhavan
Stanplus,Healthtech,Pre series A,1500000.0,Hyderabad,Ambulance service,2020,Pegasus FinInvest
Pitstop,Automotive,Series A,2500000.0,Bangalore,Doorstep car service,2020,TPG-backed Group Landmark
Univariety,EdTech,,1100000.0,Hyderabad,Online marketplace that provides career counselling and college guidance,2020,Info Edge
Peel Works,SaaS,Series C,,Mumbai,E-commerce for corner/retail stores.,2020,CESC Ventures
CoreStack,Tech,Series A,8500000.0,Chennai,Enterprise cloud governance technology startup,2020,Naya Ventures
Vivriti Capital,FinTech,Series B,50000000.0,Chennai,Digital lending startup,2020,LGT Lightstone Aspada
Agnikul,Spacetech,Pre series A,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",2020,pi Ventures
Fintso,FinTech,,2600000.0,,Wealth management platform,2020,"Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta"
Khatabook,FinTech,,,Bangalore,It helps SMEs to maintain their accounts and ledger online.,2020,Mahendra Singh Dhoni
Smart Coin,FinTech,Series A,7000000.0,,Consumer lending startup,2020,LGT LightstoneAspada
ZunRoof,CleanTech,Series A,3000000.0,Gurgaon,"It specialises in solar rooftop design, installation, and management using technology",2020,Godrej Investments
Shop101,Social Media,Series C,3900000.0,,Enables entrepreneurs to sell online,2020,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital"
OM Bhakti,Fashion,Seed Round,,Bangalore,A puja cotton-wicks manufacturing startup,2020,Venture Catalysts
Lal10,B2B,,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,2020,Sorenson Impact
Anaxee Digital Runner,Tech,,,Indore,A tech-enabled ID verification and data collection startup,2020,Orios Venture Partners
CollegeKhabri,EdTech,,,Bhopal,Platform is an end-to-end college and career counselling platform for students,2020,Vishal Dixit
Ola Electric,eMobility,,1000000.0,Bangalore,Electric vehicle,2020,Pawan Munjal Family Trust Fund
Multi Living,Real Estate,,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020,Lodha Ventures
FamPay,FinTech,Seed Round,4700000.0,Bangalore,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital"
UnboxRobotics Labs,Automation tech,Seed Round,500000.0,Bangalore,Automated flexible parcel sorting solutions for logistics providers,2020,"Arali Ventures, CIIE.CO"
Karbon Card,FinTech,Seed Round,2000000.0,Bangalore,Specialisde corporate cards for startups,2020,"Kunal Shah, Amrish Rau, Jitendra Gupta"
Airmeet,Media & Networking,,3000000.0,Bangalore,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",2020,Accel India
Innerchef,Food & Beverage,,1000000.0,Gurgaon,Cloud kitchen platform,2020,Mistletoe
Epigamia,Fashion,Series C,,Mumbai,Flavoured and greek yoghurt brand,2020,KA Enterprise
StyleNook,E-commerce,,,Mumbai,Marketplace for fashionable apparel,2020,"Lead Angels Network, Stanford Angels"
Callido Learning,EdTech,,,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills,2020,Education Catalyst Fund
Soxytoes,E-commerce,,,Delhi,Online store to buy various types of socks including funky and colorful socks,2020,Angel network
F5,E-market,Seed Round,,Delhi,Retail Aggregator,2020,LetsVenture investors
Paper Boat,Food & Beverages,,4049500.0,Bangalore,Ecommerce platform for beverages and snacks,2020,"Advent Management, A91 Emerging Fund, Trifecta Venture"
Strata,Proptech,Seed Round,1500000.0,Bangalore,Real estate investment platform,2020,"SAIF Partners, Mayfield India"
Salesken,AI & Data science,Series A,8000000.0,Bangalore,Provides sales professionals with intelligence on various aspects of the sales pitch,2020,Sequoia India
Arya,Agritech,Series B,6000000.0,Noida,Provides post-harvest services across the agricultural value chain,2020,LGT Lightstone Aspada
Leap Finance,FinTech,,5500000.0,Bangalore,Provides education loans to students based on the student’s future income,2020,Sequoia India
Sleepy Owl,Beverages,,,Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs.",2020,Rukam Capital
Tricog,Healthtech,Series B,10500000.0,Bangalore,Provides virtual cardiology services through its AI-powered healthcare platforms,2020,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund"
GogoBus,Travel,,,Delhi,Inter-City Mobility Startup,2020,Ixigo
Trell,Social Media,Pre series A,4000000.0,Bangalore,Allows users to share their travel experiences,2020,"Sequoia’s Surge, Fosun RZ"
Spaciya Consultants,Real Estate,Pre series A,500000.0,Noida,Real estate consultancy firms,2020,Alok Garg
Bounce,Automotive and Rentals,,6500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,InnoVen Capital
Neeman,E-commerce,Pre series A,1000000.0,,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020,Anicut Angel Fund
Chqbook,FinTech,Series A,5000000.0,Gurgaon,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020,Aavishkaar Capital
SMEcorner,FinTech,Series B,30000000.0,Mumbai,Financial lending firm to SMEs,2020,Paragon Partners
Oda Class,EdTech,Pre series A,,Bangalore,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",2020,Yuanfudao
Spinny,E-tail,Series B,43700000.0,Haryana,Used car retailing platform,2020,"Nandan Nilekani, Sanjeev Aggarwal"
goStops,Accomodation,,,Delhi,A premium chain of youth hostels catering to the millennials,2020,Atraxn Partners.
Umeed Housing,FinTech,Series D,23000000.0,Haryana,Housing finance company,2020,Morgan Stanley Private Equity Asia
Vogo,Automotive,Series C,20000000.0,Bangalore,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,Lightstone Aspada
Flick Stree,AI & Media,Series A,3000000.0,Mumbai,Artificial intelligence-based video publishing network,2020,Samsung Venture Investment
Qure ai,Healthtech,,16000000.0,Mumbai,Provides interpretations of radiology scans,2020,Sequoia India
MinionLabs,Machine Learning,,,Bangalore,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,2020,Indian Angel Network
Josh Talks,Entertainment,Pre series A,1500000.0,Haryana,Community of young individuals providing a platform to showcase their stories,2020,Media Development Investment Fund
PhoneParLoan,FinTech,,,Delhi,Provides easy loans,2020,Accelerator MOX
RailYatri,Travel,,13800000.0,Noida,A complete Indian railways app,2020,"Nandan Nilekani, Samsung Venture Investment Corporation"
AjnaLens,Deeptech,Pre series A,1500000.0,Thane,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",2020,"Maharashtra Defence, Aerospace Venture Fund (MDAVF)"
